,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stracc,f1_strdef,f1_subavg,f1_tdacc,f1_tdavg,f1_tddef,f1_weight,f1_dob,f1_wins,f1_losses,f1_cumtime,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stracc,f2_strdef,f2_subavg,f2_tdacc,f2_tdavg,f2_tddef,f2_weight,f2_dob,f2_wins,f2_losses,f2_cumtime
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,182.88,186.350728762539,5.53,1.65,0.0,0.28,0.55,0.0,0.0,0.0,0.0,93.07000000000001,40.0,0.0,2.0,210.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,203.2,203.2,2.61,4.23,0.0,0.41,0.61,0.1,1.0,0.11,0.75,120.31,41.0,9.0,5.0,2589.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,190.5,191.70089734543214,3.2,1.31,0.0,0.31,0.38,0.0,0.33,1.09,0.4,116.678,45.0,0.0,2.0,226.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,193.04,195.58,2.24,3.44,0.0,0.51,0.58,1.3,0.31,1.67,0.34,104.87400000000001,40.0,20.0,6.0,5693.0
0,185.42,195.58,3.13,3.37,1.0,0.39,0.58,1.0,0.25,0.52,0.71,93.07000000000001,40.0,6.0,5.0,2076.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,193.04,213.36,2.0,4.25,0.0,0.55,0.65,0.6,0.52,2.25,0.94,93.07000000000001,30.0,16.0,1.0,3912.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,187.96,193.04,2.98,3.25,0.0,0.36,0.59,0.7,0.45,1.18,0.62,83.99000000000001,42.0,10.0,9.0,4222.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,185.42,188.13411829017005,2.36,1.62,0.0,0.33,0.59,0.3,0.43,3.59,0.77,93.07000000000001,36.0,1.0,4.0,1160.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,185.42,193.04,2.49,3.58,0.0,0.51,0.55,0.9,0.47,2.15,0.45,93.07000000000001,36.0,24.0,10.0,7791.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,182.88,186.350728762539,3.5,2.87,0.0,0.5,0.58,0.0,0.2,0.67,0.4,93.07000000000001,44.0,0.0,2.0,439.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,187.96,195.58,2.39,1.93,0.0,0.27,0.67,0.9,0.33,0.47,0.79,93.07000000000001,37.0,3.0,3.0,1422.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,190.5,200.66,3.84,2.18,1.0,0.47,0.38,2.0,0.4,2.02,0.54,119.85600000000001,38.0,16.0,11.0,4540.0
0,185.42,190.5,1.53,2.85,0.0,0.57,0.59,0.5,0.46,2.78,0.58,93.07000000000001,54.0,16.0,9.0,4829.0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,193.04,198.12,3.92,2.89,0.0,0.41,0.46,0.4,0.36,0.84,0.69,120.31,36.0,13.0,5.0,3102.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,185.42,188.13411829017005,6.56,1.78,0.0,0.3,0.47,0.0,0.0,0.0,0.0,106.69,39.0,1.0,4.0,642.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,190.5,191.70089734543214,10.59,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,109.86800000000001,40.0,0.0,1.0,51.0
0,180.34,187.96,2.7,2.44,0.0,0.47,0.51,0.3,0.52,1.52,0.57,83.99000000000001,47.0,27.0,15.0,9283.0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0
0,182.88,186.350728762539,3.45,2.21,0.0,0.4,0.48,1.3,0.25,1.33,0.0,77.18,36.0,0.0,3.0,379.0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,190.5,203.2,2.49,2.77,1.0,0.46,0.46,0.5,0.48,1.28,0.64,93.07000000000001,34.0,13.0,6.0,3594.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,187.96,187.96,1.39,2.82,0.0,0.43,0.71,0.4,0.44,3.37,0.8,93.07000000000001,34.0,15.0,5.0,4181.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,182.88,193.04,4.26,2.25,0.0,0.45,0.4,0.2,0.29,0.87,0.51,93.07000000000001,38.0,4.0,8.0,2461.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,185.42,188.13411829017005,8.33,0.57,0.0,0.2,0.27,4.3,0.25,4.31,0.0,93.07000000000001,37.0,1.0,1.0,209.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,182.88,185.42000000000002,2.01,3.26,1.0,0.54,0.63,0.0,0.38,1.96,0.77,83.99000000000001,40.0,8.0,1.0,1465.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,193.04,198.12,4.41,4.03,0.0,0.47,0.45,0.4,0.33,0.36,0.85,93.07000000000001,34.0,2.0,3.0,988.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,185.42,195.58,2.81,1.46,1.0,0.39,0.44,0.0,0.4,1.56,0.5,93.07000000000001,39.0,1.0,3.0,853.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,180.34,184.567339234908,10.51,3.5,0.0,0.44,0.27,0.0,0.0,0.0,0.0,93.07000000000001,41.0,0.0,1.0,137.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,193.04,195.58,2.76,4.5,0.0,0.51,0.54,0.9,0.62,1.55,0.5,93.07000000000001,37.0,5.0,5.0,1785.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,182.88,198.12,1.61,3.79,1.0,0.52,0.66,0.0,0.75,5.96,0.87,93.07000000000001,36.0,8.0,1.0,1566.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,187.96,193.04,2.75,4.32,0.0,0.52,0.57,0.2,0.51,6.87,0.8,93.07000000000001,37.0,5.0,4.0,1694.0
0,185.42,185.42000000000002,3.62,2.71,0.0,0.53,0.49,0.1,0.4,0.6,0.63,93.07000000000001,37.0,8.0,6.0,2566.0,187.96,187.96,2.55,3.92,0.0,0.5,0.67,0.7,0.47,1.03,0.7,93.07000000000001,35.0,13.0,3.0,3238.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,162.56,172.72,2.97,4.52,0.0,0.4,0.66,0.0,0.33,0.97,1.0,61.29,28.0,4.0,0.0,989.0
0,167.64000000000001,170.18,2.51,2.66,0.0,0.41,0.65,0.9,0.31,1.59,0.6,61.29,38.0,19.0,9.0,6522.0,162.56,172.72,2.97,4.52,0.0,0.4,0.66,0.0,0.33,0.97,1.0,61.29,28.0,4.0,0.0,989.0
0,162.56,172.72,2.97,4.52,0.0,0.4,0.66,0.0,0.33,0.97,1.0,61.29,28.0,4.0,0.0,989.0,162.56,180.34,3.64,3.97,1.0,0.35,0.56,0.0,1.0,0.56,0.8,61.29,32.0,4.0,4.0,1824.0
0,162.56,172.72,2.97,4.52,0.0,0.4,0.66,0.0,0.33,0.97,1.0,61.29,28.0,4.0,0.0,989.0,167.64000000000001,162.56,6.26,3.93,0.0,0.38,0.56,1.8,0.18,1.06,0.5,61.29,31.0,3.0,2.0,1010.0
0,175.26,181.0005601796459,1.33,1.63,0.0,0.48,0.55,0.3,1.0,0.3,0.46,77.18,46.0,3.0,6.0,1222.0,172.72,179.2171706520149,1.9,0.81,0.0,0.33,0.48,0.0,1.0,1.36,0.0,77.18,43.0,0.0,2.0,363.0
0,175.26,187.96,2.56,2.55,0.0,0.49,0.6,0.6,0.45,1.71,0.91,77.18,35.0,14.0,3.0,3584.0,172.72,179.2171706520149,1.9,0.81,0.0,0.33,0.48,0.0,1.0,1.36,0.0,77.18,43.0,0.0,2.0,363.0
0,0.0,57.946682773104385,2.1,1.2,0.0,0.29,0.7,0.5,0.57,2.0,0.8,70.37,42.0,0.0,2.0,600.0,187.96,195.58,1.8,3.11,1.0,0.63,0.63,0.9,0.77,0.57,0.68,83.99000000000001,42.0,30.0,8.0,8708.0
0,175.26,185.42000000000002,2.18,3.58,0.0,0.33,0.65,0.2,0.42,1.78,0.71,70.37,35.0,17.0,6.0,5743.0,0.0,57.946682773104385,2.1,1.2,0.0,0.29,0.7,0.5,0.57,2.0,0.8,70.37,35.0,0.0,2.0,600.0
0,185.42,187.96,2.49,3.12,0.0,0.41,0.55,0.0,0.32,1.29,0.75,83.99000000000001,30.0,9.0,4.0,3502.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,182.88,187.96,2.41,2.5,1.0,0.42,0.6,1.4,0.32,2.46,0.57,93.07000000000001,34.0,6.0,5.0,1954.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0,175.26,181.0005601796459,10.0,3.33,0.0,0.25,0.57,0.0,0.0,0.0,0.0,83.99000000000001,43.0,0.0,1.0,18.0
0,190.5,187.96,2.46,1.96,0.0,0.54,0.36,0.0,0.6,1.02,0.54,83.99000000000001,38.0,1.0,3.0,1136.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,185.42,195.58,2.79,3.11,0.0,0.51,0.42,1.2,0.51,2.75,0.67,93.07000000000001,37.0,10.0,9.0,3260.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0,182.88,187.96,2.96,1.37,0.0,0.54,0.44,2.1,0.0,0.0,0.28,83.99000000000001,35.0,1.0,2.0,273.0
0,190.5,190.5,3.38,1.89,0.0,0.34,0.56,1.8,0.36,1.81,0.5,83.99000000000001,40.0,3.0,6.0,2076.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,177.8,187.96,3.02,3.72,0.0,0.47,0.52,0.8,0.26,1.37,0.57,77.18,33.0,4.0,5.0,1973.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,172.72,177.8,2.36,2.62,0.0,0.42,0.62,0.2,0.42,3.08,0.71,77.18,37.0,10.0,5.0,3314.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0,185.42,190.5,2.43,2.17,0.0,0.53,0.45,0.5,0.4,3.13,1.0,83.99000000000001,29.0,3.0,2.0,1052.0
0,182.88,182.88,2.26,3.12,0.0,0.51,0.57,0.6,0.29,3.17,0.57,83.99000000000001,39.0,11.0,6.0,3732.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,180.34,187.96,2.87,2.87,1.0,0.42,0.52,0.8,0.41,1.14,0.53,83.99000000000001,37.0,14.0,11.0,5275.0,182.88,185.42000000000002,2.53,3.6,0.0,0.52,0.56,0.5,0.34,3.78,0.83,77.18,43.0,8.0,4.0,2521.0
0,187.96,195.58,3.44,3.36,0.0,0.42,0.56,0.0,0.35,1.02,0.6,93.07000000000001,31.0,4.0,3.0,1729.0,190.5,195.58,2.67,1.3,0.0,0.46,0.53,0.9,0.36,3.56,0.0,83.99000000000001,30.0,1.0,1.0,412.0
0,193.04,195.58,2.98,3.24,1.0,0.47,0.49,1.4,0.4,0.55,0.33,83.99000000000001,29.0,4.0,4.0,1532.0,190.5,195.58,2.67,1.3,0.0,0.46,0.53,0.9,0.36,3.56,0.0,83.99000000000001,30.0,1.0,1.0,412.0
0,182.88,186.350728762539,3.23,1.89,0.0,0.36,0.52,1.5,0.16,0.62,0.58,77.18,42.0,2.0,4.0,820.0,182.88,186.350728762539,3.12,1.76,0.0,0.48,0.28,2.0,0.66,4.07,0.0,77.18,42.0,0.0,1.0,142.0
0,182.88,182.88,2.5,1.74,1.0,0.34,0.67,2.5,0.25,2.5,0.14,70.37,30.0,3.0,4.0,1441.0,177.8,185.42000000000002,4.5,2.64,0.0,0.42,0.48,1.9,0.33,1.4,0.5,70.37,35.0,1.0,4.0,1033.0
0,177.8,185.42000000000002,4.5,2.64,0.0,0.42,0.48,1.9,0.33,1.4,0.5,70.37,35.0,1.0,4.0,1033.0,175.26,182.88,2.11,3.12,0.0,0.46,0.52,0.9,0.4,2.18,0.66,70.37,23.0,4.0,3.0,1732.0
0,177.8,185.42000000000002,4.5,2.64,0.0,0.42,0.48,1.9,0.33,1.4,0.5,70.37,35.0,1.0,4.0,1033.0,175.26,181.0005601796459,2.78,2.78,1.0,0.52,0.37,4.2,1.0,4.17,0.5,77.18,44.0,1.0,1.0,516.0
0,185.42,185.42000000000002,4.01,4.18,0.0,0.47,0.54,1.6,0.42,1.36,0.7,77.18,34.0,25.0,8.0,6854.0,177.8,185.42000000000002,4.5,2.64,0.0,0.42,0.48,1.9,0.33,1.4,0.5,70.37,35.0,1.0,4.0,1033.0
0,182.88,185.42000000000002,3.63,2.69,1.0,0.39,0.56,0.3,0.17,1.94,0.8,65.83,32.0,2.0,4.0,1154.0,177.8,185.42000000000002,4.5,2.64,0.0,0.42,0.48,1.9,0.33,1.4,0.5,70.37,35.0,1.0,4.0,1033.0
0,180.34,184.567339234908,1.25,0.97,1.0,0.58,0.58,4.0,0.41,2.54,0.6,69.916,34.0,26.0,4.0,5768.0,172.72,179.2171706520149,2.6,1.06,0.0,0.47,0.45,6.2,0.33,0.48,0.28,70.37,45.0,2.0,3.0,1272.0
0,172.72,177.8,2.69,4.09,0.0,0.53,0.56,0.5,0.37,2.19,0.82,65.83,36.0,2.0,5.0,1899.0,172.72,179.2171706520149,2.6,1.06,0.0,0.47,0.45,6.2,0.33,0.48,0.28,70.37,45.0,2.0,3.0,1272.0
0,172.72,179.2171706520149,2.6,1.06,0.0,0.47,0.45,6.2,0.33,0.48,0.28,70.37,45.0,2.0,3.0,1272.0,177.8,182.78394970727697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,45.0,0.0,1.0,300.0
0,172.72,179.2171706520149,2.6,1.06,0.0,0.47,0.45,6.2,0.33,0.48,0.28,70.37,45.0,2.0,3.0,1272.0,170.18,177.43378112438384,3.58,3.74,0.0,0.44,0.46,0.0,0.0,0.0,0.5,72.64,45.0,0.0,1.0,385.0
0,170.18,172.72,2.31,2.0,0.0,0.4,0.62,1.5,0.42,3.83,0.62,65.83,33.0,10.0,7.0,3563.0,172.72,179.2171706520149,2.6,1.06,0.0,0.47,0.45,6.2,0.33,0.48,0.28,70.37,45.0,2.0,3.0,1272.0
0,180.34,185.42000000000002,2.52,1.73,0.0,0.45,0.56,0.5,0.28,1.08,0.44,70.37,28.0,1.0,2.0,468.0,177.8,185.42000000000002,1.66,2.31,0.0,0.38,0.6,0.0,0.5,4.26,0.66,70.37,24.0,2.0,0.0,580.0
0,177.8,185.42000000000002,1.66,2.31,0.0,0.38,0.6,0.0,0.5,4.26,0.66,70.37,24.0,2.0,0.0,580.0,172.72,180.34,3.88,2.06,0.0,0.35,0.57,0.0,0.25,1.01,0.66,70.37,27.0,0.0,3.0,877.0
0,175.26,181.0005601796459,1.55,0.65,0.0,0.41,0.44,0.9,0.7,2.47,0.43,77.18,41.0,8.0,8.0,4093.0,180.34,184.567339234908,0.77,0.99,0.0,0.4,0.43,2.2,0.8,2.2,0.4,77.18,44.0,0.0,2.0,736.0
0,175.26,181.0005601796459,1.69,0.84,0.0,0.45,0.55,0.4,0.3,1.83,0.43,90.8,45.0,4.0,8.0,3696.0,180.34,184.567339234908,0.77,0.99,0.0,0.4,0.43,2.2,0.8,2.2,0.4,77.18,44.0,0.0,2.0,736.0
0,167.64000000000001,167.64000000000001,2.8,4.32,0.0,0.46,0.57,1.3,0.43,4.16,0.91,65.83,31.0,9.0,4.0,3127.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,177.8,175.26,4.79,2.77,0.0,0.24,0.52,0.5,0.26,0.3,0.42,65.83,38.0,6.0,10.0,4141.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0,175.26,182.88,3.24,4.81,1.0,0.5,0.58,1.4,0.36,1.66,0.65,70.37,28.0,13.0,5.0,3563.0
0,177.8,175.26,4.79,2.77,0.0,0.24,0.52,0.5,0.26,0.3,0.42,65.83,38.0,6.0,10.0,4141.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,172.72,172.72,4.18,4.08,0.0,0.42,0.69,0.9,0.66,0.25,0.71,65.83,35.0,7.0,6.0,2655.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,170.18,177.8,2.09,3.28,0.0,0.43,0.71,0.2,0.72,0.83,0.92,65.83,31.0,16.0,1.0,3313.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,185.42,182.88,2.47,3.43,0.0,0.34,0.6,0.1,0.57,1.05,0.59,61.29,36.0,6.0,9.0,3115.0,170.18,182.88,3.44,3.76,0.0,0.38,0.62,0.9,0.71,1.11,0.68,65.83,30.0,4.0,3.0,1052.0
0,175.26,175.26,3.16,3.94,0.0,0.46,0.59,0.5,0.6,2.34,0.6,70.37,34.0,2.0,2.0,1060.0,175.26,182.88,5.9,2.19,0.0,0.26,0.45,0.0,0.0,0.0,0.4,70.37,30.0,0.0,2.0,198.0
0,175.26,185.42000000000002,2.15,3.26,0.0,0.43,0.61,0.0,0.77,2.24,0.85,70.37,29.0,5.0,1.0,1013.0,175.26,182.88,5.9,2.19,0.0,0.26,0.45,0.0,0.0,0.0,0.4,70.37,30.0,0.0,2.0,198.0
0,175.26,180.34,2.67,2.42,0.0,0.38,0.61,0.4,0.5,2.08,0.86,77.18,32.0,10.0,8.0,3810.0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0
0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0,185.42,187.96,2.74,3.01,1.0,0.42,0.54,0.5,0.5,3.51,0.89,77.18,31.0,7.0,3.0,2692.0
0,180.34,177.8,5.25,3.3,0.0,0.45,0.5,0.0,0.6,2.41,0.33,70.37,29.0,1.0,2.0,439.0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0
0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0,182.88,193.04,2.76,3.26,0.0,0.47,0.56,0.0,0.37,2.04,0.4,77.18,33.0,1.0,2.0,425.0
0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0,177.8,187.96,3.02,3.72,0.0,0.47,0.52,0.8,0.26,1.37,0.57,77.18,33.0,4.0,5.0,1973.0
0,182.88,193.04,3.73,3.84,1.0,0.39,0.64,0.4,0.18,0.39,0.66,77.18,41.0,4.0,2.0,1662.0,180.34,185.42000000000002,2.7,3.68,1.0,0.51,0.56,0.0,0.33,1.5,0.61,77.18,29.0,2.0,2.0,1200.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,185.42,193.04,2.87,2.08,0.0,0.52,0.43,0.0,0.66,1.18,0.58,77.18,35.0,2.0,1.0,328.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,182.88,190.5,2.75,4.06,0.0,0.44,0.58,0.0,0.5,0.64,0.78,77.18,34.0,8.0,1.0,2243.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,175.26,180.34,2.67,2.42,0.0,0.38,0.61,0.4,0.5,2.08,0.86,77.18,32.0,10.0,8.0,3810.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,177.8,177.8,2.9,4.05,1.0,0.48,0.63,0.1,0.33,0.48,0.85,77.18,31.0,9.0,5.0,3769.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,182.88,187.96,2.75,2.76,0.0,0.46,0.61,1.6,0.35,1.82,0.7,77.18,42.0,14.0,9.0,4486.0
0,182.88,193.04,3.69,4.64,1.0,0.44,0.54,1.4,0.3,1.17,0.45,77.18,32.0,18.0,10.0,6481.0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,175.26,187.96,2.56,2.55,0.0,0.49,0.6,0.6,0.45,1.71,0.91,77.18,35.0,14.0,3.0,3584.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,185.42,182.88,1.61,1.82,1.0,0.44,0.62,1.3,0.31,2.99,0.65,77.18,40.0,18.0,6.0,5434.0
0,175.26,177.8,2.98,2.67,0.0,0.49,0.55,0.6,0.55,1.29,0.74,65.83,39.0,16.0,11.0,6171.0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,180.34,187.96,3.69,3.49,1.0,0.44,0.62,0.0,0.68,0.82,0.67,77.18,35.0,18.0,10.0,5050.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,180.34,187.96,3.69,3.49,1.0,0.44,0.62,0.0,0.68,0.82,0.67,77.18,35.0,18.0,10.0,5050.0
0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0,182.88,187.96,0.79,2.75,0.0,0.65,0.66,1.2,0.37,1.87,0.54,77.18,43.0,1.0,3.0,842.0
0,187.96,190.5,2.42,3.78,0.0,0.39,0.56,1.2,0.52,0.59,0.39,77.18,33.0,12.0,7.0,4505.0,182.88,193.04,2.8,3.75,0.0,0.42,0.62,0.4,0.47,1.77,0.88,77.18,28.0,9.0,4.0,3182.0
0,195.57999999999998,200.66,3.02,2.38,0.0,0.51,0.4,1.0,0.64,2.87,0.66,83.99000000000001,35.0,4.0,2.0,1025.0,182.88,185.42000000000002,4.15,4.85,0.0,0.46,0.56,0.0,0.0,0.0,0.0,83.99000000000001,28.0,1.0,0.0,220.0
0,175.26,181.0005601796459,2.6,1.85,0.0,0.37,0.59,1.2,0.52,1.38,0.76,70.37,41.0,5.0,4.0,2288.0,172.72,179.2171706520149,2.49,1.73,0.0,0.47,0.42,2.9,0.4,2.88,0.5,70.37,47.0,3.0,5.0,1403.0
0,172.72,179.2171706520149,2.49,1.73,0.0,0.47,0.42,2.9,0.4,2.88,0.5,70.37,47.0,3.0,5.0,1403.0,157.48000000000002,168.51683348622868,1.8,1.2,1.0,0.66,0.5,0.0,0.0,0.0,0.5,77.18,49.0,0.0,1.0,100.0
0,172.72,179.2171706520149,2.49,1.73,0.0,0.47,0.42,2.9,0.4,2.88,0.5,70.37,47.0,3.0,5.0,1403.0,177.8,182.78394970727697,1.99,1.84,0.0,0.44,0.42,2.5,0.5,0.46,0.57,77.18,43.0,2.0,5.0,1546.0
