,f1_height,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stracc,f1_strdef,f1_subavg,f1_tdacc,f1_tdavg,f1_tddef,f1_weight,f1_dob,f1_wins,f1_losses,f1_cumtime,f2_height,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stracc,f2_strdef,f2_subavg,f2_tdacc,f2_tdavg,f2_tddef,f2_weight,f2_dob,f2_wins,f2_losses,f2_cumtime
0,175.26,181.0005601796459,4.03,1.25,0.0,0.22,0.52,0.0,0.18,0.94,0.42,77.18,40.0,0.0,3.0,719.0,187.96,195.58,2.42,2.55,0.0,0.39,0.63,0.8,0.25,0.39,0.64,83.99000000000001,41.0,2.0,2.0,785.0
0,182.88,187.96,1.5,1.74,0.0,0.43,0.59,1.4,0.55,0.89,0.42,77.18,37.0,3.0,4.0,1770.0,175.26,181.0005601796459,4.03,1.25,0.0,0.22,0.52,0.0,0.18,0.94,0.42,77.18,40.0,0.0,3.0,719.0
0,185.42,190.5,2.63,4.44,0.0,0.38,0.66,0.3,0.43,1.1,0.64,83.99000000000001,38.0,23.0,7.0,6891.0,175.26,181.0005601796459,4.03,1.25,0.0,0.22,0.52,0.0,0.18,0.94,0.42,77.18,40.0,0.0,3.0,719.0
0,170.18,170.18,3.25,3.49,0.0,0.45,0.53,0.0,0.68,2.16,0.64,65.83,36.0,1.0,4.0,1277.0,185.42,187.96,3.88,3.0,0.0,0.33,0.59,1.8,0.36,0.6,0.38,65.83,33.0,10.0,9.0,4505.0
0,170.18,170.18,3.25,3.49,0.0,0.45,0.53,0.0,0.68,2.16,0.64,65.83,36.0,1.0,4.0,1277.0,170.18,180.34,5.61,3.5,0.0,0.36,0.57,0.3,0.16,0.44,0.8,70.37,37.0,3.0,6.0,2200.0
0,170.18,170.18,3.25,3.49,0.0,0.45,0.53,0.0,0.68,2.16,0.64,65.83,36.0,1.0,4.0,1277.0,182.88,187.96,2.57,2.57,0.0,0.36,0.5,1.1,0.37,3.08,0.55,70.37,34.0,8.0,7.0,3928.0
0,167.64000000000001,170.18,1.4,1.27,0.0,0.4,0.49,2.2,0.37,3.33,0.25,61.29,33.0,12.0,5.0,3857.0,170.18,170.18,3.25,3.49,0.0,0.45,0.53,0.0,0.68,2.16,0.64,65.83,36.0,1.0,4.0,1277.0
0,170.18,170.18,3.25,3.49,0.0,0.45,0.53,0.0,0.68,2.16,0.64,65.83,36.0,1.0,4.0,1277.0,180.34,184.567339234908,1.25,0.97,1.0,0.58,0.58,4.0,0.41,2.54,0.6,69.916,34.0,26.0,4.0,5768.0
0,193.04,203.2,1.61,3.57,0.0,0.46,0.7,0.0,0.8,3.02,1.0,70.37,39.0,1.0,2.0,294.0,170.18,177.43378112438384,5.55,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,70.37,40.0,0.0,2.0,46.0
0,175.26,177.8,2.53,1.97,0.0,0.31,0.69,0.6,0.41,2.48,0.83,65.83,38.0,10.0,6.0,3923.0,170.18,177.43378112438384,5.55,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,70.37,40.0,0.0,2.0,46.0
0,182.88,195.58,2.49,1.94,0.0,0.33,0.58,0.0,1.0,1.94,0.6,83.99000000000001,36.0,1.0,2.0,495.0,193.04,198.12,2.65,1.5,0.0,0.25,0.61,0.0,0.0,0.0,0.28,83.99000000000001,29.0,0.0,2.0,368.0
0,187.96,193.04,2.99,3.78,0.0,0.44,0.57,0.4,0.19,0.29,0.59,83.99000000000001,31.0,9.0,9.0,4148.0,193.04,198.12,2.65,1.5,0.0,0.25,0.61,0.0,0.0,0.0,0.28,83.99000000000001,29.0,0.0,2.0,368.0
0,182.88,187.96,2.64,3.05,0.0,0.59,0.56,1.3,0.43,2.55,0.25,83.99000000000001,46.0,11.0,6.0,3759.0,185.42,188.13411829017005,2.71,2.34,1.0,0.63,0.37,5.5,0.5,5.54,0.0,83.99000000000001,39.0,2.0,1.0,487.0
0,182.88,177.8,5.94,1.86,0.0,0.27,0.5,0.4,0.06,0.13,0.58,83.99000000000001,38.0,4.0,9.0,2161.0,185.42,188.13411829017005,2.71,2.34,1.0,0.63,0.37,5.5,0.5,5.54,0.0,83.99000000000001,39.0,2.0,1.0,487.0
0,182.88,187.96,1.56,2.62,1.0,0.5,0.52,1.3,0.48,3.01,0.6,83.99000000000001,47.0,11.0,8.0,3861.0,185.42,188.13411829017005,2.71,2.34,1.0,0.63,0.37,5.5,0.5,5.54,0.0,83.99000000000001,39.0,2.0,1.0,487.0
0,177.8,177.8,4.27,3.23,1.0,0.42,0.52,0.0,0.44,3.66,0.5,61.29,30.0,1.0,2.0,767.0,167.64000000000001,162.56,6.26,3.93,0.0,0.38,0.56,1.8,0.18,1.06,0.5,61.29,31.0,3.0,2.0,1010.0
0,167.64000000000001,175.26,2.75,4.02,0.0,0.38,0.65,0.7,0.42,1.48,0.71,56.75,24.0,6.0,2.0,2173.0,177.8,177.8,4.27,3.23,1.0,0.42,0.52,0.0,0.44,3.66,0.5,61.29,30.0,1.0,2.0,767.0
0,177.8,177.8,4.27,3.23,1.0,0.42,0.52,0.0,0.44,3.66,0.5,61.29,30.0,1.0,2.0,767.0,175.26,177.8,3.33,1.87,1.0,0.59,0.4,0.5,0.0,0.0,0.35,61.29,28.0,0.0,2.0,600.0
0,185.42,193.04,2.09,3.23,1.0,0.5,0.64,0.8,0.54,1.53,0.66,77.18,37.0,7.0,6.0,2862.0,187.96,189.9175078178011,2.42,2.55,1.0,0.33,0.4,0.0,0.25,0.98,0.9,83.99000000000001,44.0,1.0,1.0,437.0
0,187.96,189.9175078178011,2.42,2.55,1.0,0.33,0.4,0.0,0.25,0.98,0.9,83.99000000000001,44.0,1.0,1.0,437.0,180.34,184.567339234908,3.27,3.27,0.0,0.62,0.54,1.8,0.11,1.75,0.75,83.99000000000001,44.0,1.0,2.0,509.0
0,190.5,198.12,1.47,4.02,0.0,0.47,0.66,0.0,1.0,0.33,0.88,109.86800000000001,31.0,3.0,0.0,900.0,190.5,195.58,2.54,1.58,0.0,0.36,0.56,0.0,0.28,3.29,1.0,108.96000000000001,27.0,1.0,4.0,905.0
0,182.88,190.5,3.3,2.87,1.0,0.5,0.47,0.1,0.38,1.97,0.76,118.04,33.0,7.0,5.0,2348.0,190.5,198.12,1.47,4.02,0.0,0.47,0.66,0.0,1.0,0.33,0.88,109.86800000000001,31.0,3.0,0.0,900.0
0,190.5,198.12,1.47,4.02,0.0,0.47,0.66,0.0,1.0,0.33,0.88,109.86800000000001,31.0,3.0,0.0,900.0,185.42,190.5,3.01,1.03,0.0,0.31,0.55,0.0,0.0,0.0,0.57,120.31,35.0,0.0,2.0,492.0
0,175.26,181.0005601796459,2.21,0.81,1.0,0.22,0.67,0.0,1.0,3.02,0.0,65.83,42.0,0.0,2.0,298.0,182.88,186.350728762539,2.15,1.33,0.0,0.33,0.54,2.0,0.37,0.98,0.21,65.83,30.0,2.0,3.0,958.0
0,167.64000000000001,170.18,2.51,2.66,0.0,0.41,0.65,0.9,0.31,1.59,0.6,61.29,38.0,19.0,9.0,6522.0,175.26,181.0005601796459,2.21,0.81,1.0,0.22,0.67,0.0,1.0,3.02,0.0,65.83,42.0,0.0,2.0,298.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,177.8,185.42000000000002,2.49,3.72,1.0,0.49,0.63,0.9,0.81,0.68,0.56,65.83,29.0,7.0,8.0,3507.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,170.18,172.72,3.27,3.37,0.0,0.37,0.57,0.1,0.57,1.46,0.7,61.29,34.0,10.0,9.0,4884.0
0,167.64000000000001,172.72,4.61,2.97,0.0,0.3,0.56,0.5,0.44,2.49,0.58,61.29,39.0,8.0,9.0,4361.0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0
0,167.64000000000001,170.18,2.51,2.66,0.0,0.41,0.65,0.9,0.31,1.59,0.6,61.29,38.0,19.0,9.0,6522.0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,172.72,180.34,5.02,2.95,1.0,0.25,0.59,0.0,0.3,2.82,0.0,61.29,33.0,0.0,2.0,356.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,185.42,182.88,2.47,3.43,0.0,0.34,0.6,0.1,0.57,1.05,0.59,61.29,36.0,6.0,9.0,3115.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,170.18,175.26,2.61,3.19,0.0,0.49,0.5,0.7,0.23,0.98,0.25,61.29,34.0,1.0,3.0,962.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,170.18,175.26,3.06,2.57,0.0,0.39,0.51,0.6,1.0,0.2,0.37,61.29,33.0,2.0,4.0,1510.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,177.8,177.8,2.31,2.32,1.0,0.42,0.44,1.5,0.44,0.69,0.8,70.37,29.0,7.0,4.0,2248.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,172.72,172.72,2.09,3.16,0.0,0.4,0.66,0.2,0.55,3.16,0.69,61.29,28.0,7.0,2.0,2117.0
0,172.72,172.72,3.16,4.07,0.0,0.41,0.68,0.6,0.63,1.01,0.68,61.29,36.0,4.0,7.0,2056.0,160.02,170.18,4.05,5.01,0.0,0.39,0.55,0.6,0.6,0.62,0.67,61.29,27.0,10.0,3.0,2977.0
0,190.5,193.04,2.81,3.03,0.0,0.56,0.52,0.2,0.53,0.7,0.59,104.42,40.0,10.0,7.0,3367.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,193.04,208.28,1.34,3.19,0.0,0.56,0.54,0.2,0.54,2.25,0.52,108.96000000000001,42.0,11.0,6.0,3806.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,190.5,191.70089734543214,1.49,0.93,0.0,0.34,0.58,4.7,0.5,1.86,0.0,104.42,41.0,1.0,6.0,1111.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,198.12,197.05106592832524,1.7,2.75,0.0,0.41,0.65,0.9,0.72,2.32,0.66,115.77000000000001,36.0,6.0,3.0,1902.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,203.2,203.2,2.61,4.23,0.0,0.41,0.61,0.1,1.0,0.11,0.75,120.31,41.0,9.0,5.0,2589.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,187.96,189.9175078178011,3.05,1.65,1.0,0.38,0.53,0.6,0.2,1.0,0.5,99.88000000000001,47.0,3.0,6.0,1499.0,177.8,182.78394970727697,4.2,1.42,0.0,0.46,0.54,1.8,0.34,2.66,0.25,109.414,43.0,2.0,4.0,1240.0
0,175.26,175.26,1.71,1.04,0.0,0.27,0.58,2.0,0.33,1.67,0.11,70.37,38.0,1.0,2.0,900.0,182.88,186.350728762539,1.67,0.25,0.0,0.19,0.47,2.3,1.0,0.76,0.6,70.37,32.0,0.0,2.0,585.0
0,182.88,185.42000000000002,1.9,0.53,0.0,0.26,0.51,7.4,0.16,0.53,0.33,70.37,29.0,3.0,2.0,1107.0,182.88,186.350728762539,1.67,0.25,0.0,0.19,0.47,2.3,1.0,0.76,0.6,70.37,32.0,0.0,2.0,585.0
0,172.72,177.8,2.96,3.42,1.0,0.43,0.68,0.0,0.2,2.43,0.0,70.37,35.0,3.0,4.0,1463.0,177.8,185.42000000000002,8.53,1.47,0.0,0.29,0.29,0.0,0.0,0.0,1.0,70.37,28.0,0.0,2.0,204.0
0,177.8,185.42000000000002,8.53,1.47,0.0,0.29,0.29,0.0,0.0,0.0,1.0,70.37,28.0,0.0,2.0,204.0,175.26,182.88,3.23,2.14,0.0,0.35,0.61,0.0,0.62,4.71,0.55,77.18,30.0,4.0,2.0,1422.0
0,187.96,182.88,2.2,2.23,1.0,0.38,0.62,0.5,0.47,1.88,0.84,83.99000000000001,36.0,15.0,6.0,4973.0,187.96,189.9175078178011,2.08,2.17,0.0,0.34,0.7,0.7,0.0,0.0,0.76,83.99000000000001,35.0,1.0,1.0,485.0
0,187.96,189.9175078178011,2.08,2.17,0.0,0.34,0.7,0.7,0.0,0.0,0.76,83.99000000000001,35.0,1.0,1.0,485.0,185.42,185.42000000000002,2.78,2.27,0.0,0.4,0.56,1.6,0.15,1.05,0.58,83.99000000000001,30.0,4.0,3.0,1316.0
0,167.64000000000001,172.72,3.06,2.01,0.0,0.39,0.64,1.5,0.36,1.19,0.49,65.83,42.0,4.0,8.0,3535.0,172.72,179.2171706520149,2.79,0.53,0.0,0.09,0.63,2.0,0.0,0.0,0.0,63.106,32.0,0.0,1.0,451.0
0,187.96,193.04,2.98,3.25,0.0,0.36,0.59,0.7,0.45,1.18,0.62,83.99000000000001,42.0,10.0,9.0,4222.0,182.88,186.350728762539,0.0,0.67,0.0,0.25,1.0,0.0,0.0,0.0,0.5,93.07000000000001,43.0,0.0,2.0,531.0
0,190.5,191.70089734543214,2.14,1.84,0.0,0.56,0.48,0.8,1.0,0.4,0.53,113.046,51.0,14.0,16.0,8186.0,182.88,186.350728762539,0.0,0.67,0.0,0.25,1.0,0.0,0.0,0.0,0.5,93.07000000000001,43.0,0.0,2.0,531.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,167.64000000000001,167.64000000000001,3.11,3.94,0.0,0.44,0.52,0.2,0.33,1.73,0.69,61.29,37.0,3.0,3.0,1614.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,172.72,175.26,2.82,2.07,0.0,0.44,0.56,0.4,0.41,2.86,0.77,65.83,33.0,3.0,4.0,2100.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,162.56,172.72,2.97,4.52,0.0,0.4,0.66,0.0,0.33,0.97,1.0,61.29,28.0,4.0,0.0,989.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,172.72,185.42000000000002,2.33,2.43,0.0,0.49,0.63,0.9,0.56,1.13,0.42,61.29,29.0,5.0,4.0,2372.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,170.18,177.8,1.69,1.92,0.0,0.41,0.56,1.0,0.43,2.44,0.56,61.29,31.0,2.0,4.0,1589.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,167.64000000000001,170.18,2.51,2.66,0.0,0.41,0.65,0.9,0.31,1.59,0.6,61.29,38.0,19.0,9.0,6522.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,162.56,165.1,2.09,2.13,1.0,0.37,0.61,0.6,0.43,5.42,0.5,56.75,32.0,5.0,2.0,1817.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,167.64000000000001,172.72,3.06,2.01,0.0,0.39,0.64,1.5,0.36,1.19,0.49,65.83,42.0,4.0,8.0,3535.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,172.72,180.34,2.55,2.58,0.0,0.42,0.57,1.1,0.31,1.67,0.45,65.83,35.0,12.0,5.0,4149.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,167.64000000000001,167.64000000000001,2.07,3.47,0.0,0.47,0.7,1.0,0.33,0.81,0.72,56.75,35.0,3.0,5.0,1758.0
0,167.64000000000001,172.72,4.61,2.97,0.0,0.3,0.56,0.5,0.44,2.49,0.58,61.29,39.0,8.0,9.0,4361.0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,170.18,175.26,3.17,2.08,0.0,0.37,0.58,1.2,0.22,2.38,0.5,61.29,34.0,2.0,3.0,1381.0
0,175.26,180.34,2.03,2.64,1.0,0.47,0.52,0.7,0.7,1.44,0.58,61.29,37.0,9.0,4.0,3201.0,165.1,167.64000000000001,6.1,3.0,0.0,0.3,0.57,0.0,0.23,1.66,0.83,56.75,37.0,0.0,3.0,722.0
0,177.8,180.34,2.37,1.95,1.0,0.33,0.63,0.9,0.54,4.3,0.92,70.37,34.0,16.0,10.0,6480.0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0
0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0,180.34,193.04,1.7,2.72,0.0,0.52,0.44,0.8,0.31,2.9,0.57,77.18,29.0,5.0,2.0,1439.0
0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0,175.26,177.8,2.31,3.35,1.0,0.47,0.6,0.5,0.41,1.14,0.58,70.37,39.0,11.0,3.0,3497.0
0,175.26,185.42000000000002,2.34,2.91,1.0,0.42,0.66,0.7,0.53,0.76,0.69,70.37,41.0,14.0,13.0,6411.0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0
0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0,172.72,180.34,2.93,2.83,0.0,0.54,0.36,0.8,0.0,0.0,0.25,70.37,29.0,2.0,1.0,589.0
0,175.26,180.34,3.17,3.98,0.0,0.45,0.58,0.4,0.44,2.55,0.7,70.37,30.0,2.0,4.0,1236.0,175.26,177.8,3.72,4.91,0.0,0.41,0.64,0.5,0.29,1.25,0.84,70.37,30.0,7.0,2.0,1883.0
0,172.72,180.34,2.48,3.79,1.0,0.45,0.71,3.0,0.0,0.0,0.52,65.83,29.0,3.0,1.0,603.0,177.8,180.34,2.19,1.71,1.0,0.5,0.62,0.0,0.25,1.43,0.0,65.83,33.0,0.0,1.0,30.0
0,185.42,185.42000000000002,2.51,3.25,0.0,0.54,0.55,0.1,0.56,1.52,0.73,93.07000000000001,39.0,21.0,10.0,8485.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,187.96,189.9175078178011,1.9,1.33,0.0,0.32,0.6,1.2,0.33,2.46,0.54,83.08200000000001,51.0,7.0,7.0,3412.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,185.42,188.13411829017005,0.46,0.8,0.0,0.36,0.55,1.7,0.45,8.62,1.0,83.99000000000001,34.0,1.0,3.0,822.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0,170.18,177.43378112438384,1.71,1.37,1.0,0.39,0.55,1.1,0.5,1.48,0.25,93.07000000000001,38.0,4.0,3.0,2174.0
0,187.96,193.04,1.2,3.68,0.0,0.5,0.69,1.2,0.61,1.64,0.61,83.99000000000001,32.0,28.0,5.0,6941.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,182.88,186.350728762539,2.03,1.26,1.0,0.41,0.51,1.7,0.31,1.26,0.48,83.99000000000001,48.0,26.0,15.0,14441.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,185.42,188.13411829017005,1.9,2.68,0.0,0.44,0.57,0.4,0.0,0.0,0.72,83.99000000000001,34.0,2.0,2.0,950.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,177.8,177.8,2.9,4.05,1.0,0.48,0.63,0.1,0.33,0.48,0.85,77.18,31.0,9.0,5.0,3769.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,180.34,184.567339234908,1.96,0.64,1.0,0.25,0.57,0.5,0.57,1.07,0.62,83.99000000000001,43.0,1.0,7.0,1265.0,182.88,186.350728762539,2.33,0.99,0.0,0.36,0.51,1.3,0.29,1.6,0.33,83.99000000000001,45.0,2.0,7.0,1930.0
0,182.88,186.350728762539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,35.0,0.0,2.0,202.0,180.34,184.567339234908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,44.0,1.0,1.0,175.0
0,175.26,172.72,3.86,3.9,0.0,0.47,0.51,0.9,0.43,3.09,0.27,70.37,35.0,4.0,5.0,1456.0,182.88,186.350728762539,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,77.18,35.0,0.0,2.0,202.0
0,172.72,172.72,5.22,5.95,0.0,0.58,0.52,0.0,0.0,0.0,0.69,70.37,31.0,2.0,1.0,721.0,0.0,57.946682773104385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.83,31.0,0.0,1.0,300.0
0,167.64000000000001,177.8,1.78,1.75,1.0,0.39,0.48,0.5,0.22,2.02,0.56,65.83,35.0,0.0,2.0,586.0,182.88,195.58,3.46,2.35,1.0,0.42,0.47,0.3,0.42,2.68,0.76,70.37,26.0,1.0,2.0,886.0
0,190.5,193.04,3.28,3.87,0.0,0.38,0.61,1.1,0.25,0.23,0.65,70.37,30.0,6.0,1.0,1556.0,182.88,195.58,3.46,2.35,1.0,0.42,0.47,0.3,0.42,2.68,0.76,70.37,26.0,1.0,2.0,886.0
0,182.88,195.58,3.46,2.35,1.0,0.42,0.47,0.3,0.42,2.68,0.76,70.37,26.0,1.0,2.0,886.0,175.26,180.34,2.87,2.73,0.0,0.45,0.57,0.0,0.26,5.0,0.0,70.37,31.0,1.0,0.0,300.0
0,167.64000000000001,175.6503915967528,4.07,0.51,0.0,0.4,0.43,0.0,0.12,1.91,0.5,61.29,48.0,0.0,3.0,172.0,177.8,180.34,4.74,2.62,0.0,0.38,0.57,2.3,0.43,2.27,0.54,70.37,33.0,14.0,9.0,4221.0
0,167.64000000000001,175.6503915967528,4.07,0.51,0.0,0.4,0.43,0.0,0.12,1.91,0.5,61.29,48.0,0.0,3.0,172.0,172.72,177.8,2.14,1.23,0.0,0.36,0.51,3.4,0.58,1.95,0.75,70.37,39.0,2.0,4.0,1126.0
0,170.18,175.26,3.06,2.57,0.0,0.39,0.51,0.6,1.0,0.2,0.37,61.29,33.0,2.0,4.0,1510.0,167.64000000000001,175.6503915967528,4.07,0.51,0.0,0.4,0.43,0.0,0.12,1.91,0.5,61.29,48.0,0.0,3.0,172.0
0,175.26,180.34,2.2,2.27,0.0,0.29,0.57,0.0,1.0,1.3,0.66,77.18,42.0,2.0,5.0,1865.0,177.8,182.78394970727697,3.74,1.05,0.0,0.22,0.4,0.5,0.2,1.43,0.0,77.18,36.0,0.0,5.0,692.0
0,177.8,182.78394970727697,3.74,1.05,0.0,0.22,0.4,0.5,0.2,1.43,0.0,77.18,36.0,0.0,5.0,692.0,175.26,175.26,2.98,4.36,1.0,0.48,0.66,0.3,0.71,1.37,0.88,83.99000000000001,45.0,9.0,3.0,2070.0
0,177.8,182.88,3.01,2.7,0.0,0.43,0.52,0.3,0.37,2.62,0.74,77.18,37.0,6.0,9.0,3590.0,177.8,182.78394970727697,3.74,1.05,0.0,0.22,0.4,0.5,0.2,1.43,0.0,77.18,36.0,0.0,5.0,692.0
0,177.8,177.8,3.04,4.61,0.0,0.44,0.57,0.1,0.25,0.43,0.59,77.18,39.0,7.0,10.0,3234.0,177.8,182.78394970727697,3.74,1.05,0.0,0.22,0.4,0.5,0.2,1.43,0.0,77.18,36.0,0.0,5.0,692.0
0,175.26,193.04,2.37,3.14,0.0,0.47,0.6,0.0,0.4,0.91,0.64,77.18,34.0,7.0,5.0,2266.0,177.8,182.78394970727697,3.74,1.05,0.0,0.22,0.4,0.5,0.2,1.43,0.0,77.18,36.0,0.0,5.0,692.0
0,172.72,179.2171706520149,3.44,2.19,0.0,0.33,0.32,2.3,0.71,1.91,0.16,83.99000000000001,51.0,6.0,5.0,1977.0,182.88,186.350728762539,0.21,1.13,0.0,0.73,0.66,4.6,0.75,4.63,1.0,83.99000000000001,51.0,1.0,1.0,283.0
0,182.88,186.350728762539,0.21,1.13,0.0,0.73,0.66,4.6,0.75,4.63,1.0,83.99000000000001,1988.0,1.0,1.0,283.0,175.26,181.0005601796459,1.44,0.29,0.0,0.33,0.0,0.0,0.0,0.0,0.5,83.99000000000001,1988.0,0.0,1.0,209.0
0,187.96,200.66,1.33,2.85,0.0,0.34,0.72,0.6,0.38,2.99,0.72,93.07000000000001,33.0,9.0,3.0,3439.0,182.88,187.96,3.06,1.72,1.0,0.4,0.5,0.0,0.0,0.0,0.22,93.07000000000001,31.0,0.0,2.0,428.0
0,187.96,198.12,2.63,1.93,0.0,0.38,0.5,0.9,0.68,2.0,0.81,83.99000000000001,35.0,4.0,3.0,1959.0,182.88,187.96,3.06,1.72,1.0,0.4,0.5,0.0,0.0,0.0,0.22,93.07000000000001,31.0,0.0,2.0,428.0
0,182.88,187.96,2.71,1.54,1.0,0.47,0.51,0.7,0.6,1.15,0.53,83.99000000000001,40.0,23.0,13.0,8187.0,187.96,193.04,2.71,2.97,0.0,0.35,0.56,0.0,0.75,0.44,0.81,93.07000000000001,48.0,18.0,8.0,6189.0
0,182.88,186.350728762539,2.2,2.11,1.0,0.38,0.54,0.0,0.28,0.88,0.44,93.07000000000001,46.0,0.0,5.0,1858.0,187.96,193.04,2.71,2.97,0.0,0.35,0.56,0.0,0.75,0.44,0.81,93.07000000000001,48.0,18.0,8.0,6189.0
